 0.0025  0.9947
 0.0050  0.9791
 0.0075  0.9536
 0.0100  0.9190
 0.0125  0.8764
 0.0150  0.8271
 0.0175  0.7725
 0.0200  0.7142
 0.0225  0.6537
 0.0250  0.5926
 0.0275  0.5322
 0.0300  0.4740
 0.0325  0.4188
 0.0350  0.3677
 0.0375  0.3213
 0.0400  0.2799
 0.0425  0.2436
 0.0450  0.2126
 0.0475  0.1864
 0.0500  0.1648
 0.0525  0.1472
 0.0550  0.1332
 0.0575  0.1220
 0.0600  0.1131
 0.0625  0.1060
 0.0650  0.1002
 0.0675  0.0952
 0.0700  0.0907
 0.0725  0.0864
 0.0750  0.0822
 0.0775  0.0778
 0.0800  0.0734
 0.0825  0.0689
 0.0850  0.0643
 0.0875  0.0596
 0.0900  0.0551
 0.0925  0.0507
 0.0950  0.0464
 0.0975  0.0425
 0.1000  0.0388
 0.1025  0.0354
 0.1050  0.0323
 0.1075  0.0295
 0.1100  0.0270
 0.1125  0.0248
 0.1150  0.0227
 0.1175  0.0209
 0.1200  0.0193
 0.1225  0.0178
 0.1250  0.0164
 0.1275  0.0152
 0.1300  0.0140
 0.1325  0.0130
 0.1350  0.0121
 0.1375  0.0113
 0.1400  0.0106
 0.1425  0.0100
 0.1450  0.0094
 0.1475  0.0090
 0.1500  0.0086
 0.1525  0.0082
 0.1550  0.0079
 0.1575  0.0075
 0.1600  0.0072
 0.1625  0.0069
 0.1650  0.0065
 0.1675  0.0062
 0.1700  0.0058
 0.1725  0.0054
 0.1750  0.0050
 0.1775  0.0046
 0.1800  0.0042
 0.1825  0.0038
 0.1850  0.0034
 0.1875  0.0030
 0.1900  0.0027
 0.1925  0.0024
 0.1950  0.0021
 0.1975  0.0018
 0.2000  0.0016
 0.2025  0.0014
 0.2050  0.0013
 0.2075  0.0011
 0.2100  0.0010
 0.2125  0.0009
 0.2150  0.0008
 0.2175  0.0008
 0.2200  0.0007
 0.2225  0.0007
 0.2250  0.0006
 0.2275  0.0006
 0.2300  0.0005
 0.2325  0.0005
 0.2350  0.0004
 0.2375  0.0004
 0.2400  0.0004
 0.2425  0.0003
 0.2450  0.0003
 0.2475  0.0003
 0.2500  0.0002
