0.124670E-01 0.431360E+03 86.272
0.130750E-01 0.418084E+03 83.61680000000001
0.136830E-01 0.415182E+03 83.03640000000001
0.142910E-01 0.403134E+03 80.6268
0.148990E-01 0.401794E+03 80.3588
0.155070E-01 0.390775E+03 78.155
0.161150E-01 0.391572E+03 78.3144
0.167240E-01 0.383041E+03 76.6082
0.173320E-01 0.379307E+03 75.8614
0.179400E-01 0.367587E+03 73.5174
0.185480E-01 0.363353E+03 72.67060000000001
0.191560E-01 0.355279E+03 71.0558
0.197640E-01 0.348392E+03 69.6784
0.203720E-01 0.341058E+03 68.2116
0.209800E-01 0.334068E+03 66.8136
0.215890E-01 0.324233E+03 64.84660000000001
0.221970E-01 0.315923E+03 63.1846
0.228050E-01 0.309722E+03 61.9444
0.234130E-01 0.302056E+03 60.4112
0.240210E-01 0.295615E+03 59.123000000000005
0.246290E-01 0.285764E+03 57.152800000000006
0.252370E-01 0.279865E+03 55.973000000000006
0.258450E-01 0.271226E+03 54.245200000000004
0.264540E-01 0.264503E+03 52.9006
0.270620E-01 0.258635E+03 51.727000000000004
0.276700E-01 0.250015E+03 50.003
0.282780E-01 0.242473E+03 48.494600000000005
0.288860E-01 0.235948E+03 47.189600000000006
0.294940E-01 0.229065E+03 45.813
0.301020E-01 0.221143E+03 44.2286
0.307100E-01 0.214214E+03 42.842800000000004
0.313190E-01 0.206382E+03 41.2764
0.319270E-01 0.201064E+03 40.2128
0.325350E-01 0.192890E+03 38.578
0.331430E-01 0.187755E+03 37.551
0.337510E-01 0.180782E+03 36.156400000000005
0.343590E-01 0.175460E+03 35.092000000000006
0.349670E-01 0.167966E+03 33.5932
0.355750E-01 0.162714E+03 32.5428
0.361840E-01 0.155571E+03 31.1142
0.367920E-01 0.151305E+03 30.261000000000003
0.374000E-01 0.145012E+03 29.0024
0.380080E-01 0.139181E+03 27.836200000000005
0.386160E-01 0.133226E+03 26.645200000000003
0.392240E-01 0.129166E+03 25.8332
0.398320E-01 0.123332E+03 24.6664
0.404400E-01 0.119037E+03 23.8074
0.410490E-01 0.113769E+03 22.753800000000002
0.416570E-01 0.108932E+03 21.7864
0.422650E-01 0.105380E+03 21.076
0.428730E-01 0.100958E+03 20.1916
0.434810E-01 0.979394E+02 19.587880000000002
0.440890E-01 0.934963E+02 18.699260000000002
0.446970E-01 0.898966E+02 17.97932
0.453050E-01 0.864718E+02 17.29436
0.459140E-01 0.826274E+02 16.525479999999998
0.465220E-01 0.797975E+02 15.9595
0.471300E-01 0.767203E+02 15.344059999999999
0.477380E-01 0.736499E+02 14.729980000000001
0.483460E-01 0.713304E+02 14.26608
0.489540E-01 0.684122E+02 13.68244
0.495620E-01 0.663629E+02 13.27258
0.501700E-01 0.631533E+02 12.63066
0.507790E-01 0.606500E+02 12.13
0.513870E-01 0.586744E+02 11.73488
0.519950E-01 0.566439E+02 11.328780000000002
0.526030E-01 0.545426E+02 10.908520000000001
0.532110E-01 0.526370E+02 10.5274
0.538190E-01 0.515631E+02 10.31262
0.544270E-01 0.498513E+02 9.970260000000001
0.550350E-01 0.479363E+02 9.58726
0.556430E-01 0.467904E+02 9.35808
0.562520E-01 0.450365E+02 9.007299999999999
0.568600E-01 0.444184E+02 8.88368
0.574680E-01 0.429728E+02 8.59456
0.580760E-01 0.423140E+02 8.4628
0.586840E-01 0.408919E+02 8.17838
0.592920E-01 0.404390E+02 8.0878
0.599000E-01 0.395701E+02 7.91402
0.605080E-01 0.389116E+02 7.78232
0.611170E-01 0.383729E+02 7.674580000000001
0.617250E-01 0.377041E+02 7.54082
0.623330E-01 0.370461E+02 7.409220000000001
0.629410E-01 0.365135E+02 7.302700000000001
0.635490E-01 0.359502E+02 7.190040000000001
0.641570E-01 0.352211E+02 7.04422
0.647650E-01 0.350437E+02 7.00874
0.653730E-01 0.343957E+02 6.87914
0.659820E-01 0.342840E+02 6.8568
0.665900E-01 0.335689E+02 6.71378
0.671980E-01 0.333926E+02 6.678520000000001
0.678060E-01 0.328795E+02 6.575900000000001
0.684140E-01 0.327182E+02 6.543640000000001
0.690220E-01 0.324238E+02 6.4847600000000005
0.696300E-01 0.324108E+02 6.48216
0.702380E-01 0.322090E+02 6.441800000000001
0.708460E-01 0.317867E+02 6.357340000000001
0.714550E-01 0.311782E+02 6.23564
0.720630E-01 0.309240E+02 6.1848
0.726710E-01 0.306552E+02 6.1310400000000005
0.732790E-01 0.302891E+02 6.05782
0.738870E-01 0.300088E+02 6.001760000000001
0.744950E-01 0.302222E+02 6.044440000000001
0.751030E-01 0.300145E+02 6.0029
0.757110E-01 0.298002E+02 5.96004
0.763200E-01 0.296719E+02 5.934380000000001
0.769280E-01 0.292550E+02 5.851
0.775360E-01 0.291475E+02 5.8295
0.781440E-01 0.287881E+02 5.75762
0.787520E-01 0.287645E+02 5.7529
0.793600E-01 0.280214E+02 5.60428
0.799680E-01 0.277806E+02 5.55612
0.805760E-01 0.272476E+02 5.44952
0.811840E-01 0.267046E+02 5.340920000000001
0.817930E-01 0.263677E+02 5.273540000000001
0.824010E-01 0.262421E+02 5.24842
0.830090E-01 0.256015E+02 5.1203
0.836170E-01 0.252711E+02 5.054220000000001
0.842250E-01 0.250387E+02 5.00774
0.848330E-01 0.244310E+02 4.8862000000000005
0.854410E-01 0.239570E+02 4.7914
0.860490E-01 0.236039E+02 4.72078
0.866570E-01 0.233456E+02 4.66912
0.872660E-01 0.225556E+02 4.51112
0.878740E-01 0.221895E+02 4.4379
0.884820E-01 0.217038E+02 4.34076
0.890900E-01 0.211303E+02 4.2260599999999995
0.896980E-01 0.205177E+02 4.103540000000001
0.903060E-01 0.203058E+02 4.06116
